place,place_short,placeLabel,location,osm,gnd,topostext,pleiades,oclc,getty,dare,arachne,archinform,mibact,iccd,iccdcf,geonames,inception,wikimedia,wikipedia
http://www.wikidata.org/entity/Q54860974,Q54860974,chiesa di Santa Maria Portae Paradisi,Point(12.475314 41.904087),,,,,,,,,,,,1467367353835,,,,
http://www.wikidata.org/entity/Q54860982,Q54860982,monastero di S. Maria della Concezione in Campo Marzio,Point(12.476256 41.901422),,,,,,,,,,,,1467367368560,,,,
http://www.wikidata.org/entity/Q54860999,Q54860999,chiesa di Santa Maria dei Miracoli,Point(12.476537 41.910157),,,,,,,,,,,15460,1467367462672,,,,
http://www.wikidata.org/entity/Q54861013,Q54861013,convento  di Santa Maria in Ara Coeli,Point(12.482627 41.893447),,,,,,,,,,,,1467368774778,,,,
http://www.wikidata.org/entity/Q54861042,Q54861042,chiesa di Santa Maria Odigitria di Costantinopoli,Point(12.485875 41.902899),,,,,,,,,,,,1467370816278,,,,
http://www.wikidata.org/entity/Q54861047,Q54861047,chiesa di Santa Rita delle Vergini,Point(12.481413 41.899042),,,,,,,,,,,,1467371140416,,,,
http://www.wikidata.org/entity/Q54861053,Q54861053,chiesa di San Salvatore alle Coppelle,Point(12.476029 41.900819),,,,,,,,,,,,1467371180131,,,,
http://www.wikidata.org/entity/Q54861481,Q54861481,chiesa di San Gregorio Nazianzeno,Point(12.476188 41.902086),,,,,,,,,,,,1467372173361,,,,
http://www.wikidata.org/entity/Q54861490,Q54861490,chiesa di Santa Maria in Aquiro,Point(12.478622 41.899922),,,,,,,,,,,,1467372211381,,,,
http://www.wikidata.org/entity/Q54861495,Q54861495,chiesa del SS. Sudario,Point(12.475328 41.895981),,,,,,,,,,,,1467372379079,,,,
http://www.wikidata.org/entity/Q54863130,Q54863130,chiesa della Santissima Trinità della Missione,Point(12.478096 41.901641),,,,,,,,,,,,1467376371939,,,,
http://www.wikidata.org/entity/Q54863391,Q54863391,chiesa dei Santi Andrea e Claudio dei Borgognoni,Point(12.481339 41.902024),,,,,,,,,,,,1467382427236,,,,
http://www.wikidata.org/entity/Q54863397,Q54863397,chiesa di San Luigi dei Francesi,Point(12.474933 41.899719),,,,,,,,,,,,1467382688527,,,,
http://www.wikidata.org/entity/Q54863423,Q54863423,chiesa di San Nicola dei Prefetti,Point(12.476682 41.902458),,,,,,,,,,,,1467389852182,,,,
http://www.wikidata.org/entity/Q54863421,Q54863421,chiesa di San Rocco all'Augusteo,Point(12.47584 41.905292),,,,,,,,,,,,1467389779135,,,,
http://www.wikidata.org/entity/Q54863459,Q54863459,chiesa di Santa Maria in Montesanto,Point(12.476537 41.910157),,,,,,,,,,,,1467394228367,,,,
http://www.wikidata.org/entity/Q54863462,Q54863462,palazzo di S. Luigi dei Francesi,Point(12.47449 41.900094),,,,,,,,,,,,1467401819184,,,,
http://www.wikidata.org/entity/Q54863565,Q54863565,Palazzo Arciconfraternita dei Bergamaschi,Point(12.480116 41.899998),,,,,,,,,,,,1467415161915,,,,
http://www.wikidata.org/entity/Q54863429,Q54863429,chiesa di Santa Maria della Concezione in Campo Marzio,Point(12.476256 41.901422),,,,,,,,,,,,1467390009827,,,,
http://www.wikidata.org/entity/Q54863434,Q54863434,chiesa di S. Croce e S. Bonaventura dei Lucchesi,Point(12.484249 41.899801),,,,,,,,,,,,1467390570837,,,,
http://www.wikidata.org/entity/Q54863436,Q54863436,chiesa dei Santi Bartolomeo e Alessandro dei Bergamaschi,Point(12.479727 41.900578),,,,,,,,,,,,1467390614507,,,,
http://www.wikidata.org/entity/Q54863578,Q54863578,Palazzo Avvocatura dello Stato,Point(12.474772 41.901693),,,,,,,,,,,,1467415206104,,,,
http://www.wikidata.org/entity/Q55101266,Q55101266,ambasciata di Spagna in Italia,Point(12.476494444 41.903886111),,,,,,,,,,,,,,1865-01-01T00:00:00Z,"Spanish Embassy, Rome",
http://www.wikidata.org/entity/Q55183762,Q55183762,chiesa di San Giovanni della Pigna,Point(12.47805694 41.897220202),,,,,,,,,,,15407,,,,,
http://www.wikidata.org/entity/Q55184937,Q55184937,Palazzo Casali del Drago,Point(12.47572222 41.90155556),,,,,,,,,,,15741,,,,Palazzo Casali Pelagallo,
http://www.wikidata.org/entity/Q55360066,Q55360066,collezione storica Federico Buccellati,Point(12.479983 41.90495),,,,,,,,,,101523,,,,,,
http://www.wikidata.org/entity/Q55360087,Q55360087,Musei capitolini Museo Palazzo dei Conservatori,Point(12.475321 41.896603),,,,,,,,,,101533,,,,,,
http://www.wikidata.org/entity/Q55360123,Q55360123,Museo del Teatro Argentina,Point(12.47606 41.896168),,,,,,,,,,101547,,,,,,
http://www.wikidata.org/entity/Q55360120,Q55360120,Museo del Corso - Fondazione Cassa di Risparmio di Roma,Point(12.480986 41.899567),,,,,,,,,,101544,,,,,,
http://www.wikidata.org/entity/Q55360193,Q55360193,biblioteca teatrale SIAE del Burcardo,Point(12.47541 41.89598),,,,,,,,,,101598,,,,,,
http://www.wikidata.org/entity/Q55377976,Q55377976,Museo Canova Tadolini,Point(12.47981 41.90769),,,,,,,,,,103960,,,,,,
http://www.wikidata.org/entity/Q55379101,Q55379101,Museo dell’ordine dei Ministri degli infermi Camilliani,Point(12.476591 41.90018),,,,,,,,,,104899,,,,,,
http://www.wikidata.org/entity/Q55678286,Q55678286,Santa Maria del Popolo,Point(12.476033 41.911358),,,,,,,,,,117253,,,,,,
http://www.wikidata.org/entity/Q55678289,Q55678289,Sant'Andrea della Valle,Point(12.474692 41.895977),,,,,,,,,,117256,,,,,Sant'Andrea della Valle (Rome) - Façade,
http://www.wikidata.org/entity/Q55678426,Q55678426,chiesa di Sant'Ignazio,Point(12.47996 41.899193),,,,,,,,,,118827,,,,,,
http://www.wikidata.org/entity/Q55678430,Q55678430,chiesa di San Luigi dei Francesi,Point(12.47489 41.899517),,,,,,,,,,118828,,,,,,
http://www.wikidata.org/entity/Q55686594,Q55686594,chiesa di Santa Marta,Point(12.480688 41.897903),,,,,,,,,,20755,,,,,,
http://www.wikidata.org/entity/Q55741606,Q55741606,fitolacca arborea,Point(12.482533 41.893797),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q55741605,Q55741605,ippocastano,Point(12.482189 41.893403),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q55778942,Q55778942,Palazzo Vitelli,Point(12.47801 41.90568),,,,,,,,,,,,,,,Palazzo Vitelli (Roma),
http://www.wikidata.org/entity/Q56037332,Q56037332,palazzo Santacroce alla Regola,Point(12.475000703 41.893951394),,,,,,,,,,,,,,,Palazzo Santacroce alla Regola (o ai Catinari) (Rome),
http://www.wikidata.org/entity/Q56155691,Q56155691,palazzo Severoli,Point(12.477277777 41.897944444),,,,,,,,,,,,,,1600-01-01T00:00:00Z,Palazzo Severoli (Rome),
http://www.wikidata.org/entity/Q56256245,Q56256245,Fontana in piazza Cairoli,Point(12.475229 41.893515),,,,,,,,,,,,,,,Piazza Cairoli (Rome) - fountain,
http://www.wikidata.org/entity/Q56256255,Q56256255,Fontana-sarcofago in piazza del Popolo,Point(12.47599 41.91112),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q56256961,Q56256961,Q56256961,Point(12.4775 41.894444444),,,,,,,,,,,,,,,Palazzo Mattei Paganica (Rome),
http://www.wikidata.org/entity/Q56326462,Q56326462,ambasciata di Spagna presso la Santa Sede,Point(12.4826 41.905),,671944-2,,,,,,,,,,,,,Embassy of Spain to the Holy See,
http://www.wikidata.org/entity/Q56326899,Q56326899,ambasciata di Panama presso la Santa Sede,Point(12.477 41.8963),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q56557883,Q56557883,Palazzo della Panetteria,Point(12.48558333 41.89997222),,,,,,,,,,,,,,,Palazzo della Panetteria,
http://www.wikidata.org/entity/Q56600578,Q56600578,Q56600578,Point(12.4808992 41.8976628),,,,,,,,,,,,,,,Palazzo Della Rovere alle Piazza dei Santi Apostoli,
http://www.wikidata.org/entity/Q56636318,Q56636318,Q56636318,Point(12.48088889 41.90036111),,,,,,,,,,,,,,,Palazzo della Banca Commerciale Italiana (Roma),
http://www.wikidata.org/entity/Q56705216,Q56705216,Palazzo Ferrini Cini,Point(12.478922719 41.900030857),,,,,,,,,,,,,,,Palazzo Ferrini (Rome),
http://www.wikidata.org/entity/Q56879508,Q56879508,Q56879508,Point(12.4772 41.905),,,,,,,,,,,,,,,Palazzetto Torlonia a Via Tomacelli,
http://www.wikidata.org/entity/Q58337531,Q58337531,Palazzo Fonseca a Pigna,Point(12.47755556 41.89775),,,,,,,,,,,,,,1700-01-01T00:00:00Z,Grand Hotel de la Minerve (Rome),
http://www.wikidata.org/entity/Q58337859,Q58337859,Q58337859,Point(12.47761111 41.89822222),,,,,,,,,,,,,,1600-01-01T00:00:00Z,Palazzo della Minerva,
http://www.wikidata.org/entity/Q58365944,Q58365944,Palazzo Frangipane,Point(12.47880556 41.89727778),,,,,,,,,,,,,,,Palazzo Frangipane (Rome),
http://www.wikidata.org/entity/Q60823154,Q60823154,Q60823154,Point(12.479583 41.900639),,,,,,,,,,,,,,,San Paolo alla Colonna,
http://www.wikidata.org/entity/Q60970091,Q60970091,Q60970091,Point(12.479833 41.900111),,,,,,,,,,,,,,,Santo Stefano del Trullo,
http://www.wikidata.org/entity/Q60999985,Q60999985,Palazzo Maruscelli Lepri,Point(12.48139242 41.90541944),,,,,,,,,,,,,,1660-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q61051795,Q61051795,Q61051795,Point(12.482806 41.906889),,,,,,,,,,,,,,,Fontana del Bottino dell'Acqua Vergine (Rome),
http://www.wikidata.org/entity/Q61274417,Q61274417,Q61274417,Point(12.479667 41.898583),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q61368639,Q61368639,Q61368639,Point(12.479778 41.899),,,,,,,,,,,,,,,Santa Maria Annunziata al Collegio Romano,
http://www.wikidata.org/entity/Q61368639,Q61368639,Q61368639,Point(12.479667 41.898583),,,,,,,,,,,,,,,Santa Maria Annunziata al Collegio Romano,
http://www.wikidata.org/entity/Q62023780,Q62023780,Unioncamere Lazio,Point(12.476128 41.894865),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q62393792,Q62393792,Q62393792,Point(12.4792 41.8972),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q64494802,Q64494802,Via del Vaccaro,Point(12.483222 41.898601),,,,,,,,,,,,,,,Via del Vaccaro (Rome),
http://www.wikidata.org/entity/Q65048822,Q65048822,Q65048822,Point(12.475305555 41.89775),,,,,,,,,,,,,,,Palazzo Medici Lante (Rome),
http://www.wikidata.org/entity/Q65171839,Q65171839,Q65171839,Point(12.476638888 41.897694444),,,,,,,,,,,,,,,Casa di Santa Caterina,
http://www.wikidata.org/entity/Q69800603,Q69800603,Piazza di San Lorenzo in Lucina,Point(12.477776 41.903346),,,,,,,,,,,,,,,Piazza San Lorenzo in Lucina (Rome),
http://www.wikidata.org/entity/Q76938631,Q76938631,Q76938631,Point(12.4835483 41.9009122),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76938649,Q76938649,Fontana delle tre cannelle,Point(12.4859132 41.8967142),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76939564,Q76939564,Q76939564,Point(12.4849325 41.9013552),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76939583,Q76939583,Q76939583,Point(12.485754 41.9016622),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76939866,Q76939866,Q76939866,Point(12.4769332 41.9045357),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76940031,Q76940031,Q76940031,Point(12.475948 41.9073697),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76940870,Q76940870,Q76940870,Point(12.4804101 41.90786),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76940932,Q76940932,Q76940932,Point(12.4772625 41.8957129),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76941879,Q76941879,Q76941879,Point(12.4815737 41.8953721),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76942465,Q76942465,Q76942465,Point(12.4778808 41.9114167),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76943531,Q76943531,Q76943531,Point(12.481382 41.8983031),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76943586,Q76943586,Q76943586,Point(12.4786635 41.8936532),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76946337,Q76946337,Q76946337,Point(12.4797698 41.8999505),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76947103,Q76947103,Q76947103,Point(12.4766148 41.9002012),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76947219,Q76947219,Q76947219,Point(12.4797159 41.9032046),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76947395,Q76947395,Q76947395,Point(12.4832907 41.9030148),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76950528,Q76950528,Q76950528,Point(12.4857598 41.9006777),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76950577,Q76950577,Q76950577,Point(12.4763574 41.9112267),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76950626,Q76950626,Q76950626,Point(12.4759694 41.9111368),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76952264,Q76952264,Q76952264,Point(12.4830301 41.9066282),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76952380,Q76952380,Q76952380,Point(12.4761698 41.9009517),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76952570,Q76952570,Q76952570,Point(12.4840684 41.9005432),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76952830,Q76952830,Q76952830,Point(12.4749362 41.9016506),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76953613,Q76953613,Q76953613,Point(12.477104 41.9047364),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76955803,Q76955803,Q76955803,Point(12.4846755 41.9002564),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76956026,Q76956026,Q76956026,Point(12.4807826 41.9027043),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76957154,Q76957154,Q76957154,Point(12.4822602 41.9081216),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76957197,Q76957197,Q76957197,Point(12.482087 41.9059715),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76958317,Q76958317,Q76958317,Point(12.4759791 41.9052695),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76958548,Q76958548,Q76958548,Point(12.4855319 41.9024909),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76958575,Q76958575,Q76958575,Point(12.4846068 41.9016843),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76958869,Q76958869,Q76958869,Point(12.4752772 41.9032327),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76960642,Q76960642,Q76960642,Point(12.4768045 41.894381),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76960773,Q76960773,Q76960773,Point(12.4835292 41.9010723),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76961774,Q76961774,Q76961774,Point(12.4795284 41.9076916),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76964602,Q76964602,Q76964602,Point(12.4755263 41.9114631),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76964630,Q76964630,Q76964630,Point(12.4797208 41.9064805),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76969045,Q76969045,Q76969045,Point(12.4779559 41.8994982),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76969060,Q76969060,Q76969060,Point(12.4776281 41.9029623),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76969547,Q76969547,Q76969547,Point(12.4780295 41.9041637),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76969756,Q76969756,Q76969756,Point(12.4818403 41.9037885),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76971161,Q76971161,Q76971161,Point(12.4746912 41.9084858),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76972137,Q76972137,Q76972137,Point(12.4814682 41.90157),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76972578,Q76972578,Q76972578,Point(12.4756049 41.9093037),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76973289,Q76973289,Q76973289,Point(12.4796055 41.8946273),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76974157,Q76974157,Q76974157,Point(12.4839181 41.8986925),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76974198,Q76974198,Q76974198,Point(12.4767299 41.8993844),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76975915,Q76975915,Q76975915,Point(12.4754479 41.8935647),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76976312,Q76976312,Q76976312,Point(12.4820117 41.8937976),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q76976327,Q76976327,Q76976327,Point(12.4819494 41.8937282),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q77259319,Q77259319,Fontana della Dea di Roma,Point(12.477212852 41.910927587),,,,,,,,,,,,,,1814-01-01T00:00:00Z,Piazza del Popolo (Rome) - Fontana della dea Roma,
http://www.wikidata.org/entity/Q77259319,Q77259319,Fontana della Dea di Roma,Point(12.477199 41.910925),,,,,,,,,,,,,,1814-01-01T00:00:00Z,Piazza del Popolo (Rome) - Fontana della dea Roma,
http://www.wikidata.org/entity/Q85726773,Q85726773,Biblioteca de la Escuela Española de Historia y Arqueología a Roma (CSIC),Point(12.476366 41.896486),,,,,,,,,,,,,,2010-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q88968810,Q88968810,Q88968810,Point(12.475538888 41.896769444),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q93444184,Q93444184,Fontana della Pigna,Point(12.481555555 41.895388888),,,,,,,,,,,,,,,Fontana della Pigna (Rome),
http://www.wikidata.org/entity/Q97704755,Q97704755,Q97704755,Point(12.483227694 41.893548),,,,,,,,,,,,,,0200-01-01T00:00:00Z,Pan Della Valle (Musei Capitolini),
http://www.wikidata.org/entity/Q97791766,Q97791766,Q97791766,Point(12.483227694 41.893548),,,,,,,,,,,,,,,Palazzo Nuovo (Rome) - Courtyard,
http://www.wikidata.org/entity/Q98898931,Q98898931,Q98898931,Point(12.47714 41.906479),,,,,,,,,,,,,,1937-11-20T00:00:00Z,,
http://www.wikidata.org/entity/Q102397356,Q102397356,Q102397356,Point(12.476694444 41.893861111),,,,,,,,,,,,,,,Vicolo in Publicolis,
http://www.wikidata.org/entity/Q103822639,Q103822639,ambasciata della Georgia in Italia,Point(12.4805 41.8965),,,,,,,,,,,,,,,Embassy of Georgia to Italy,
http://www.wikidata.org/entity/Q103830614,Q103830614,ambasciata del Guatemala in Italia,Point(12.4749 41.9123),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q103839860,Q103839860,Palazzo del Gallo di Roccagiovine,Point(12.485096 41.89565),,,,,,,,,,,,,,1864-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q103869127,Q103869127,ambasciata di Panama in Italia,Point(12.477 41.8963),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q103919598,Q103919598,Piazza Capranica,Point(12.477738 41.899999),,,,,,,,,,,,,,,Piazza Capranica (Rome),
http://www.wikidata.org/entity/Q104585698,Q104585698,"Fortuna Huiusce Diei, Aedes",Point(12.4769134 41.8954071),,,419125SFor,635795593,,,,,,,,,,,Sacred area in Largo di Torre Argentina - Temple B,
http://www.wikidata.org/entity/Q104586001,Q104586001,Tempio C,Point(12.4766288 41.8952077),,,419125SFer,820369856,,,,2100302,,,,,,,Sacred area in Largo di Torre Argentina - Temple C,
http://www.wikidata.org/entity/Q106204614,Q106204614,Palazzo del Collegio Nazareno,Point(12.483753 41.903003),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q106297955,Q106297955,Aula minore del Collegio Nazareno,Point(12.483663333 41.902933333),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q106311056,Q106311056,Aula maggiore del Collegio Nazareno,Point(12.483663333 41.902933333),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q106451961,Q106451961,Q106451961,Point(12.4839 41.89474),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q107677697,Q107677697,Q107677697,Point(12.475869444 41.905297222),,,,,,,,,,,,,,,Fontana della Botticella,
http://www.wikidata.org/entity/Q108265012,Q108265012,Q108265012,Point(12.480583333 41.904888888),,,,,,,,,,,,,,,Fontana Bocca di Leone,
http://www.wikidata.org/entity/Q108304341,Q108304341,Q108304341,Point(12.475277777 41.90325),,,,,,,,,,,,,,,Fontana Clementina,
http://www.wikidata.org/entity/Q108395669,Q108395669,Q108395669,Point(12.474972222 41.901666666),,,,,,,,,,,,,,,Fontana della Scrofa (Rome),
http://www.wikidata.org/entity/Q108033517,Q108033517,Q108033517,Point(12.475333333 41.905083333),,,,,,,,,,,,,,,Fontana del Museo dell'Ara Pacis,
http://www.wikidata.org/entity/Q108107007,Q108107007,Q108107007,Point(12.480388888 41.907833333),,,,,,,,,,,,,,,Fontana degli Artisti (Rome),
http://www.wikidata.org/entity/Q108195121,Q108195121,Q108195121,Point(12.477722222 41.905611111),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q108434815,Q108434815,Q108434815,Point(12.476833333 41.902527777),,,,,,,,,,,,,,,Fontana della Lupa,
http://www.wikidata.org/entity/Q108494744,Q108494744,Q108494744,Point(12.477972222 41.8995),,,,,,,,,,,,,,,Fontanella di Vicolo della Spada d'Orlando,
http://www.wikidata.org/entity/Q108554369,Q108554369,Fontana del Bufalo,Point(12.4832907 41.9030148),,,,,,,,,,,,,,1957-01-01T00:00:00Z,Fontana Del Bufalo (Rome),
http://www.wikidata.org/entity/Q108566386,Q108566386,Q108566386,Point(12.476277777 41.901611111),,,,,,,,,,,,,,,Ara di Piazza in Campo Marzio,
http://www.wikidata.org/entity/Q108581243,Q108581243,Q108581243,Point(12.475472222 41.9115),,,,,,,,,,,,,,,Fontana di Piazzale Flaminio,
http://www.wikidata.org/entity/Q108737472,Q108737472,Q108737472,Point(12.483414 41.897402),,,,,,,,,,,,,,2016-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q109362163,Q109362163,Palazzo Raggi,Point(12.4796 41.90294),,,,,,,,,,,,,,1730-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q109924263,Q109924263,Vicus Caprarius,Point(12.4841 41.9004),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q110088705,Q110088705,Fontana della palla di cannone,Point(12.4822296 41.9080842),,,,,,,,,,,,,,,Fontana della palla di cannone (Rome),
http://www.wikidata.org/entity/Q111037909,Q111037909,Q111037909,Point(12.485083333 41.896833333),,,,,,,,,,,,,,,San Lorenzo de Biberatica,
http://www.wikidata.org/entity/Q111088926,Q111088926,Q111088926,Point(12.480861111 41.899166666),,,,,,,,,,,,,,,San Nicola de Forbitoribus,
http://www.wikidata.org/entity/Q111395393,Q111395393,Palazzo Buonaccorsi di via del Corso,Point(12.480949 41.900608),,,,,,,,,,,,,,1601-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q111412366,Q111412366,Q111412366,Point(12.47921 41.90387),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412376,Q111412376,Q111412376,Point(12.48256 41.90267),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412384,Q111412384,Q111412384,Point(12.478 41.90093),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412389,Q111412389,Q111412389,Point(12.48564 41.9019),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412395,Q111412395,Q111412395,Point(12.4775418 41.8993783),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412392,Q111412392,Q111412392,Point(12.48497 41.90146),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412393,Q111412393,Q111412393,Point(12.48478 41.9014),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412402,Q111412402,Q111412402,Point(12.48115 41.89894),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412402,Q111412402,Q111412402,Point(12.4811401 41.8989415),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412411,Q111412411,Q111412411,Point(12.48267 41.89748),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412412,Q111412412,Q111412412,Point(12.482053 41.897167),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412418,Q111412418,Q111412418,Point(12.47895 41.89579),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412417,Q111412417,Q111412417,Point(12.47626 41.89525),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412421,Q111412421,Q111412421,Point(12.48411 41.89678),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412987,Q111412987,Q111412987,Point(12.47795 41.90929),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412984,Q111412984,Q111412984,Point(12.477362 41.909912),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412985,Q111412985,Q111412985,Point(12.47742 41.90926),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111412988,Q111412988,Q111412988,Point(12.47555 41.90864),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111413118,Q111413118,Q111413118,Point(12.47794 41.90731),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111413117,Q111413117,Q111413117,Point(12.47933 41.90811),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111413234,Q111413234,Q111413234,Point(12.48062 41.90625),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111413235,Q111413235,Q111413235,Point(12.48103 41.90579),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111413314,Q111413314,Q111413314,Point(12.480382 41.90534),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111413319,Q111413319,Q111413319,Point(12.48369 41.90591),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111413316,Q111413316,Q111413316,Point(12.47693 41.90434),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111413326,Q111413326,Q111413326,Point(12.4806 41.90478),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111413326,Q111413326,Q111413326,Point(12.4806045 41.9047114),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878134,Q111878134,Q111878134,Point(12.48094 41.90444),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878138,Q111878138,Q111878138,Point(12.47721 41.9031),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878139,Q111878139,Q111878139,Point(12.48582 41.90513),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878136,Q111878136,Q111878136,Point(12.4813 41.90426),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878137,Q111878137,Q111878137,Point(12.47939 41.90375),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878140,Q111878140,Q111878140,Point(12.47973 41.90321),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878151,Q111878151,Q111878151,Point(12.48561 41.90324),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878149,Q111878149,Q111878149,Point(12.48508 41.90338),,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q111878159,Q111878159,Q111878159,Point(12.47642 41.9001),,,,,,,,,,,,,,,,
